id,created_at,campaign_var_1,campaign_var_2,products_purchased,signup_date,user_activity_var_1,user_activity_var_2,user_activity_var_3,user_activity_var_4,user_activity_var_5,user_activity_var_6,user_activity_var_7,user_activity_var_8,user_activity_var_9,user_activity_var_10,user_activity_var_11,user_activity_var_12,buy
34,2021-01-02,1,1,,2020-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2021-01-02,8,4,1.0,2019-07-10,0,0,0,0,0,1,0,0,0,0,0,0,0
36,2021-01-02,7,1,,,1,0,0,0,1,0,0,1,0,0,0,0,0
37,2021-01-02,3,2,1.0,2020-04-26,0,0,0,0,0,1,0,1,0,0,0,0,0
38,2021-01-02,2,3,2.0,2021-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0
39,2021-01-02,5,1,1.0,2020-07-04,2,0,0,0,0,0,1,1,0,0,0,0,0
40,2021-01-02,7,2,2.0,2020-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0
41,2021-01-02,1,1,,2021-04-25,1,0,0,0,1,0,0,0,0,0,0,0,0
42,2021-01-02,1,3,3.0,2019-10-06,1,0,1,0,1,1,0,1,0,0,0,0,0
43,2021-01-02,12,6,3.0,2019-10-08,1,0,0,0,0,0,1,0,0,0,0,0,0
44,2021-01-02,3,3,3.0,2017-06-19,0,0,0,0,0,1,1,0,0,0,1,0,0
45,2021-01-02,10,6,2.0,,1,0,0,0,0,0,0,0,0,0,0,0,0
46,2021-01-02,7,2,3.0,2018-11-28,0,0,0,0,0,0,1,0,0,0,0,0,0
47,2021-01-02,1,3,,2022-02-08,0,0,0,0,0,0,1,0,0,0,0,0,0
48,2021-01-02,3,3,1.0,2018-05-08,1,0,0,0,0,0,1,0,0,0,1,0,0
49,2021-01-02,3,3,2.0,2020-11-26,1,0,0,0,1,1,0,0,0,0,1,0,0
50,2021-01-02,6,3,,2021-04-17,0,0,1,0,1,0,1,0,0,0,0,0,0
51,2021-01-02,5,8,2.0,2020-06-07,1,0,0,0,0,0,0,0,0,0,0,0,0
52,2021-01-02,5,9,,,1,0,0,0,0,0,1,0,0,0,0,0,0
53,2021-01-02,7,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0
54,2021-01-02,4,6,,2021-02-10,1,0,0,0,0,0,0,1,0,0,0,0,0
55,2021-01-02,3,4,1.0,2019-07-09,1,0,0,0,1,0,0,1,0,0,0,0,0
56,2021-01-02,2,9,,,2,0,0,0,0,0,0,0,0,0,0,0,0
57,2021-01-02,5,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2021-01-02,6,5,,2021-07-06,0,0,0,0,0,0,1,0,0,0,0,0,0
59,2021-01-02,1,1,,,0,0,0,0,0,0,0,1,0,0,0,0,0
60,2021-01-02,4,7,,2019-10-10,0,0,0,0,0,0,1,1,0,0,0,0,0
61,2021-01-02,4,6,,,0,0,0,0,0,0,1,1,0,0,0,0,0
62,2021-01-02,3,7,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2021-01-02,3,6,2.0,2019-12-05,1,0,1,0,0,1,0,0,0,0,0,0,0
64,2021-01-02,8,7,,2017-07-15,0,0,0,0,0,2,0,0,0,0,0,0,0
65,2021-01-03,2,3,,2021-06-30,1,0,0,0,0,1,0,0,0,0,1,0,0
66,2021-01-03,5,1,,,1,0,0,0,1,0,0,1,0,0,0,0,0
67,2021-01-03,3,3,,2018-06-05,1,0,0,0,1,1,0,0,0,0,0,0,0
68,2021-01-03,5,6,3.0,2019-10-18,0,0,0,0,0,1,0,0,0,0,0,0,0
69,2021-01-03,2,5,1.0,2019-06-16,0,0,0,0,0,1,1,0,0,0,0,0,0
70,2021-01-03,1,5,1.0,2021-07-19,0,0,0,0,0,1,0,0,0,0,0,0,0
71,2021-01-03,5,9,2.0,2021-06-23,0,0,0,0,1,1,1,0,0,0,0,0,0
72,2021-01-03,14,12,,,1,0,0,0,0,0,0,1,0,0,0,0,0
73,2021-01-03,3,3,1.0,2018-07-18,0,0,1,0,0,0,1,0,0,0,1,0,0
74,2021-01-03,6,6,3.0,2018-04-21,0,0,0,0,0,1,0,0,0,0,0,0,0
75,2021-01-03,12,7,1.0,2021-08-15,0,0,0,0,0,1,0,0,0,0,0,0,0
76,2021-01-03,5,2,2.0,2021-06-26,0,0,0,0,0,1,0,1,0,0,0,0,0
77,2021-01-03,6,8,3.0,2018-06-30,0,0,0,0,0,1,0,1,0,0,0,0,0
78,2021-01-03,2,5,2.0,2019-10-10,0,0,0,0,0,1,1,0,0,0,0,0,0
79,2021-01-03,10,5,1.0,2022-02-13,0,0,0,0,0,1,1,0,0,0,0,0,0
80,2021-01-03,4,4,,2021-11-05,0,0,0,0,0,0,0,1,0,0,1,0,0
81,2021-01-03,9,6,,2016-12-03,1,0,0,0,0,1,0,0,0,0,0,0,0
82,2021-01-03,7,6,1.0,2018-07-10,0,0,0,0,1,1,0,0,0,0,1,0,0
83,2021-01-03,2,3,,2020-12-08,1,0,0,0,0,0,0,1,0,0,0,0,0
84,2021-01-03,1,4,3.0,,1,0,0,0,0,1,0,0,0,0,0,0,0
85,2021-01-03,6,5,1.0,2017-11-04,2,0,0,0,1,1,0,0,0,0,0,0,0
86,2021-01-03,6,7,,2020-12-21,0,0,0,0,0,1,0,0,0,0,0,0,0
87,2021-01-03,5,5,3.0,2019-04-01,1,0,0,0,0,0,0,0,0,0,1,0,0
88,2021-01-03,2,6,2.0,2018-07-15,0,0,0,0,0,1,0,0,0,0,0,0,0
89,2021-01-03,6,3,2.0,2021-08-16,1,0,1,0,0,0,0,0,0,0,0,0,0
90,2021-01-03,7,3,2.0,2019-08-11,0,0,0,0,0,1,0,0,0,0,0,0,0
91,2021-01-03,1,2,1.0,2021-06-14,0,0,0,0,0,1,0,1,0,0,0,0,0
92,2021-01-03,5,5,2.0,2020-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2021-01-03,8,5,,2019-10-25,0,0,0,0,1,0,1,0,0,0,0,0,0
94,2021-01-03,2,3,1.0,,0,0,0,0,0,1,0,0,0,0,0,0,0
95,2021-01-03,6,4,2.0,2021-01-04,0,0,0,0,0,1,0,0,0,0,1,0,0
96,2021-01-03,2,2,,2019-09-06,0,0,0,0,0,0,1,0,0,0,0,0,0
97,2021-01-03,2,1,2.0,2020-08-05,0,0,0,0,0,1,0,0,0,0,0,0,0
98,2021-01-03,10,8,,,1,0,1,0,0,1,0,1,0,0,0,0,0
99,2021-01-03,4,7,2.0,2021-05-25,0,0,0,0,1,1,1,0,0,0,0,0,0
100,2021-01-03,8,1,,2018-01-12,0,0,0,0,0,1,0,0,0,0,0,0,0
101,2021-01-03,4,2,1.0,2020-08-09,0,0,0,0,1,0,0,0,0,0,1,0,0
102,2021-01-03,8,7,2.0,2019-08-18,0,0,0,0,0,1,0,0,0,0,0,0,0
103,2021-01-04,3,5,3.0,2019-03-10,0,0,0,0,0,0,0,1,0,0,0,0,0
104,2021-01-04,5,7,,,0,0,0,0,0,1,0,1,0,0,0,0,0
105,2021-01-04,5,5,,2021-01-28,0,0,0,0,0,0,1,0,0,0,0,0,0
106,2021-01-04,1,1,,2020-08-10,1,0,0,0,0,0,0,0,0,0,0,0,0
107,2021-01-04,4,7,2.0,2020-06-01,0,0,0,0,1,1,1,0,0,0,0,0,0
108,2021-01-04,10,12,,,0,0,0,0,1,0,0,0,0,0,1,0,0
109,2021-01-04,4,2,,,1,0,1,0,0,0,1,0,0,0,0,0,0
110,2021-01-04,3,5,3.0,2019-12-13,0,0,1,0,1,2,0,0,0,0,0,0,0
111,2021-01-04,3,3,2.0,2022-03-25,0,0,0,0,0,0,1,0,0,0,0,0,0
112,2021-01-04,1,1,,2019-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0
113,2021-01-04,5,2,2.0,2020-06-30,1,0,1,0,0,1,1,1,0,0,1,0,0
114,2021-01-04,9,7,3.0,2018-06-25,0,0,0,0,0,1,0,0,0,0,0,0,0
115,2021-01-04,7,8,1.0,,0,0,0,0,1,0,1,1,0,0,0,0,0
116,2021-01-04,9,7,2.0,,1,0,0,0,0,0,0,0,0,0,0,0,0
117,2021-01-04,7,7,3.0,2018-10-13,1,0,0,0,1,0,1,0,0,0,0,0,0
118,2021-01-04,2,6,,2020-10-29,1,0,0,0,0,0,0,0,0,0,0,0,0
119,2021-01-04,2,6,,2022-02-22,1,0,0,0,0,0,0,0,0,0,0,0,0
120,2021-01-04,5,4,,,0,0,0,0,0,0,0,0,0,0,1,0,0
121,2021-01-04,3,6,2.0,2021-04-06,0,0,0,0,0,2,0,0,0,0,0,0,0
122,2021-01-04,12,6,,2021-04-16,0,0,0,0,0,1,0,1,0,0,0,0,0
123,2021-01-04,12,8,2.0,2021-04-06,0,0,0,0,0,1,0,0,0,0,0,0,0
124,2021-01-04,3,3,,2020-11-28,0,0,0,0,0,0,1,0,0,0,0,0,0
125,2021-01-04,8,10,3.0,2019-02-08,1,0,0,0,0,1,0,0,0,0,0,0,0
126,2021-01-04,6,5,2.0,2021-04-19,1,0,0,0,1,0,0,0,0,0,0,0,0
127,2021-01-04,7,5,,2020-05-28,0,0,0,0,0,1,1,0,0,0,0,0,0
128,2021-01-04,7,5,1.0,2018-10-02,0,0,0,0,0,0,0,1,0,0,0,0,0
129,2021-01-04,2,4,1.0,2021-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2021-01-04,3,3,,2020-10-07,0,0,0,0,0,0,1,0,0,0,0,0,0
131,2021-01-04,4,3,3.0,2019-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2021-01-04,5,4,3.0,2020-03-14,1,0,0,0,0,2,0,0,0,0,0,0,0
133,2021-01-04,3,2,2.0,2021-01-19,0,0,0,0,0,1,0,0,0,0,0,0,0
134,2021-01-04,8,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2021-01-04,2,7,,,0,0,0,0,0,1,0,0,0,0,0,0,0
136,2021-01-04,2,3,,2021-05-31,0,0,0,0,0,0,1,0,0,0,0,0,0
137,2021-01-04,4,3,3.0,2019-06-08,1,0,0,0,0,0,1,0,0,0,0,0,0
138,2021-01-04,6,4,2.0,2021-04-21,0,0,0,0,0,1,0,0,0,0,1,0,0
139,2021-01-05,1,3,2.0,2019-08-10,0,0,1,0,0,1,0,0,0,0,0,0,0
140,2021-01-05,4,1,,2020-02-19,0,0,0,0,1,0,0,2,0,0,0,0,0
141,2021-01-05,1,2,4.0,2018-07-29,0,0,1,0,1,1,0,0,0,0,0,0,0
142,2021-01-05,2,6,,,1,0,0,0,1,1,0,0,0,0,0,0,0
143,2021-01-05,12,9,,2021-05-30,1,0,0,0,0,0,0,1,0,0,0,0,0
144,2021-01-05,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2021-01-05,4,5,2.0,2019-02-12,1,0,1,1,1,1,0,0,0,0,0,0,1
146,2021-01-05,3,3,,,1,0,0,0,0,1,0,1,0,0,0,0,0
147,2021-01-05,9,5,,,1,0,0,0,0,0,0,0,0,0,0,0,0
148,2021-01-05,2,6,3.0,2020-01-29,0,0,0,0,0,0,1,0,0,0,0,0,0
149,2021-01-05,5,2,2.0,2020-10-03,1,0,0,0,0,0,1,0,0,0,0,0,0
150,2021-01-05,2,2,3.0,2021-03-13,0,0,0,1,0,1,1,0,0,0,0,0,0
151,2021-01-05,8,3,2.0,2020-10-12,1,0,0,0,0,0,0,0,0,0,0,0,0
152,2021-01-05,6,5,4.0,2020-03-08,1,0,0,0,0,1,0,0,0,0,0,0,0
153,2021-01-05,12,6,2.0,2020-06-27,1,0,0,0,0,0,0,0,0,0,0,0,0
154,2021-01-05,2,6,4.0,2019-06-30,1,0,0,0,0,0,0,0,0,0,0,0,0
155,2021-01-05,4,6,3.0,2020-12-04,0,0,1,0,0,0,1,0,0,0,0,0,0
156,2021-01-05,2,3,3.0,2021-01-03,2,0,0,0,0,0,1,0,0,0,0,0,0
157,2021-01-05,7,7,,2019-05-11,0,0,1,0,0,0,0,0,0,0,0,0,0
158,2021-01-05,2,5,,2019-12-11,1,0,0,0,1,1,0,0,0,0,0,0,0
159,2021-01-05,2,9,,,0,0,1,0,0,0,0,0,0,0,0,0,0
160,2021-01-05,5,7,3.0,2016-03-11,1,0,0,0,1,1,1,0,0,0,0,0,1
161,2021-01-05,4,4,,2020-07-26,0,0,0,0,0,1,1,0,0,0,0,0,0
162,2021-01-05,5,9,2.0,2018-06-16,0,0,0,0,1,0,0,0,0,0,0,0,0
163,2021-01-05,1,1,,2021-11-18,0,0,0,0,1,0,0,0,0,0,0,0,0
164,2021-01-05,1,2,,2021-02-07,1,0,0,0,0,0,1,0,0,0,0,0,0
165,2021-01-05,2,6,3.0,2020-07-18,0,0,0,0,0,1,0,1,0,0,0,0,0
166,2021-01-05,1,1,1.0,2021-03-02,0,0,1,0,1,0,0,1,0,0,0,0,0
167,2021-01-05,1,2,4.0,,1,0,0,0,0,0,0,1,0,0,0,0,0
168,2021-01-05,9,5,,,0,0,0,0,0,0,1,0,0,0,0,0,0
169,2021-01-05,11,6,,,0,0,1,0,0,0,0,1,0,0,0,0,0
170,2021-01-05,6,5,1.0,2021-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2021-01-05,5,7,3.0,2018-02-14,1,0,0,0,0,0,0,0,0,0,1,0,0
172,2021-01-05,4,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2021-01-05,3,4,3.0,2020-03-20,0,0,0,0,0,1,0,0,0,0,0,0,0
174,2021-01-05,6,3,,2020-11-13,0,1,0,0,1,0,0,0,0,0,0,0,1
175,2021-01-05,3,3,4.0,2018-03-21,1,0,0,0,0,1,0,0,0,0,0,0,0
176,2021-01-05,3,4,,2020-10-19,0,0,0,0,1,0,0,0,0,0,0,0,0
177,2021-01-05,9,7,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0
178,2021-01-06,9,10,2.0,2019-02-07,0,0,1,0,0,1,0,0,0,0,0,0,0
179,2021-01-06,8,9,,2018-07-23,1,0,0,1,1,0,0,0,1,0,0,0,1
180,2021-01-06,2,2,1.0,2022-03-06,1,0,1,0,0,0,1,0,0,0,0,0,0
181,2021-01-06,4,6,,2021-10-03,0,0,0,0,0,1,0,1,0,0,0,0,0
182,2021-01-06,4,2,1.0,2020-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2021-01-06,4,5,1.0,2020-10-24,1,0,0,0,0,1,0,0,0,0,0,0,0
184,2021-01-06,8,8,3.0,,1,0,0,0,0,1,0,0,0,0,0,0,0
185,2021-01-06,2,2,,2021-08-31,1,0,0,0,0,0,0,0,0,0,0,0,0
186,2021-01-06,10,6,3.0,2021-04-04,0,0,0,0,1,1,0,0,0,0,0,0,0
187,2021-01-06,1,1,3.0,2018-04-16,1,0,0,0,0,0,1,0,0,0,0,0,0
188,2021-01-06,10,5,,,1,0,0,0,0,0,0,1,0,0,0,0,0
189,2021-01-06,1,2,1.0,2020-11-07,1,0,0,0,1,0,1,0,0,0,0,0,0
190,2021-01-06,3,5,1.0,2022-01-25,0,0,0,0,0,1,0,0,0,0,0,0,0
191,2021-01-06,1,2,2.0,2020-08-08,0,0,0,0,0,1,0,0,0,0,0,0,0
192,2021-01-06,1,2,,2021-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2021-01-06,6,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0
194,2021-01-06,9,7,,2021-12-09,0,0,0,0,0,0,0,0,0,0,1,0,0
195,2021-01-06,7,4,2.0,2018-09-22,1,0,0,0,0,0,0,0,0,0,0,0,0
196,2021-01-06,2,4,,,0,0,1,0,0,1,0,0,0,0,0,0,0
197,2021-01-06,3,3,2.0,2019-07-07,1,0,0,0,0,0,0,0,0,0,0,0,0
198,2021-01-06,6,9,4.0,2017-03-15,0,0,0,0,0,0,0,0,0,0,1,0,0
199,2021-01-06,10,9,,2019-05-25,1,0,0,0,0,0,1,0,0,0,0,0,0
200,2021-01-06,12,6,2.0,2020-11-16,0,0,0,0,0,1,0,0,0,0,0,0,0
201,2021-01-06,12,4,,,1,0,0,0,0,0,0,0,0,0,1,0,0
202,2021-01-06,1,3,,2021-07-09,0,0,0,0,1,1,1,0,0,0,0,0,0
203,2021-01-06,2,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0
204,2021-01-06,2,5,,2022-02-06,1,0,1,0,0,0,0,0,0,0,0,0,0
205,2021-01-06,7,6,,,1,0,0,0,0,0,0,1,0,0,1,0,0
206,2021-01-06,2,5,3.0,2019-12-11,0,0,0,0,0,0,1,1,0,0,0,0,0
207,2021-01-07,3,1,,2021-11-28,0,0,0,0,1,0,0,1,0,0,0,0,0
208,2021-01-07,4,5,,,1,0,0,0,0,0,0,0,0,0,0,0,0
209,2021-01-07,2,6,3.0,2021-09-19,0,0,0,0,0,0,1,0,0,0,0,0,0
210,2021-01-07,3,4,,2020-11-23,1,0,0,0,0,0,0,0,0,0,0,0,0
211,2021-01-07,1,2,2.0,2021-07-29,0,0,0,0,1,0,1,0,0,0,0,0,0
212,2021-01-07,7,6,3.0,2019-08-07,1,0,0,0,0,0,0,1,0,0,0,0,0
213,2021-01-07,9,7,,2018-06-30,1,0,0,0,1,1,0,0,0,0,0,0,0
214,2021-01-07,1,2,2.0,2020-08-18,0,0,0,0,0,1,0,0,0,0,1,0,0
215,2021-01-07,3,1,2.0,2019-12-03,0,0,0,0,0,1,0,0,0,0,1,0,0
216,2021-01-07,3,5,3.0,2018-01-09,1,0,0,0,0,0,0,1,0,0,0,0,0
217,2021-01-07,2,6,,,0,0,0,0,0,1,0,1,0,0,0,0,0
218,2021-01-07,6,7,3.0,2019-04-23,0,0,0,0,0,0,1,0,0,0,1,0,0
219,2021-01-07,9,2,,,0,0,0,0,0,0,1,1,0,0,0,0,0
220,2021-01-07,10,9,,,0,0,0,0,1,1,0,1,0,0,0,0,0
221,2021-01-07,2,2,1.0,2020-07-11,0,0,0,0,0,1,1,0,0,0,0,0,0
222,2021-01-07,8,7,2.0,2019-11-17,0,0,0,0,0,0,1,0,0,0,0,0,0
223,2021-01-07,1,2,2.0,2021-05-29,1,0,0,0,0,0,0,0,0,0,0,0,0
224,2021-01-07,3,1,,2018-07-01,0,0,0,0,0,1,1,0,0,0,0,0,0
225,2021-01-07,5,3,2.0,2020-08-13,0,0,0,0,0,1,0,1,0,0,0,0,0
226,2021-01-07,2,1,,2021-05-11,2,0,1,0,0,0,0,1,0,0,0,0,0
227,2021-01-07,9,7,,2019-05-18,1,0,1,0,0,0,0,0,0,0,0,0,0
228,2021-01-07,10,7,2.0,2019-06-26,0,0,0,0,0,0,0,0,0,0,1,0,0
229,2021-01-07,3,5,,2019-03-15,1,0,0,0,1,0,0,0,0,0,0,0,0
230,2021-01-07,1,8,,2021-08-26,0,0,0,0,0,0,0,0,0,0,1,0,0
231,2021-01-07,9,6,,,1,0,0,0,0,1,0,0,0,0,0,0,0
232,2021-01-07,3,2,2.0,2016-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0
233,2021-01-07,6,5,,,0,0,0,0,0,1,0,1,0,0,0,0,0
234,2021-01-07,4,6,,2021-02-22,0,0,0,0,0,1,0,0,0,0,0,0,0
235,2021-01-07,2,6,2.0,2019-12-01,1,0,0,0,0,0,1,0,0,0,0,0,0
236,2021-01-07,7,8,1.0,2020-01-12,0,0,0,0,0,1,0,0,0,0,0,0,0
237,2021-01-07,11,9,2.0,2019-05-21,1,0,0,0,0,1,0,0,0,0,0,0,0
238,2021-01-07,9,9,1.0,2021-02-21,1,0,1,0,0,0,0,0,0,0,0,0,0
239,2021-01-07,6,8,2.0,2022-01-27,1,0,0,0,0,0,0,0,0,0,0,0,0
240,2021-01-07,9,8,,,0,0,0,0,0,0,0,0,0,0,1,0,0
241,2021-01-08,7,6,,2019-07-14,0,0,0,0,0,0,0,1,0,0,0,0,0
242,2021-01-08,7,3,,,1,0,0,0,0,1,1,1,0,0,0,0,0
243,2021-01-08,6,11,,,0,0,0,0,0,0,0,1,0,0,0,0,0
244,2021-01-08,10,4,3.0,2021-03-05,0,0,0,0,0,1,1,0,0,0,0,0,0
245,2021-01-08,12,9,,2022-02-12,0,0,0,0,0,1,0,0,0,0,0,0,0
246,2021-01-08,5,5,2.0,2020-03-25,1,0,0,0,0,0,0,0,0,0,0,0,0
247,2021-01-08,3,4,2.0,2020-09-03,1,0,0,0,0,0,1,1,0,0,1,0,0
248,2021-01-08,3,4,,,0,0,0,0,0,0,0,1,0,0,0,0,0
249,2021-01-08,2,1,3.0,2021-08-17,0,0,0,0,0,0,1,1,0,0,1,0,0
250,2021-01-08,16,11,,,1,0,0,0,0,1,0,1,0,0,0,0,0
251,2021-01-08,4,6,,,0,0,0,0,1,0,0,0,0,0,0,0,0
252,2021-01-08,5,2,2.0,2020-06-15,1,0,0,0,0,1,0,0,0,0,0,0,0
253,2021-01-08,3,2,3.0,2020-10-24,1,0,0,0,0,0,0,0,0,0,0,0,0
254,2021-01-08,12,8,1.0,,0,0,0,0,0,0,0,1,0,0,1,0,0
255,2021-01-08,7,5,,,1,0,0,0,0,0,1,0,0,0,0,0,0
256,2021-01-08,2,2,2.0,2021-04-23,0,0,0,0,1,0,1,0,0,0,0,0,0
257,2021-01-08,6,7,,,0,0,1,0,0,0,0,1,0,0,1,0,0
258,2021-01-08,5,3,,2021-10-11,1,0,0,0,0,0,0,0,0,0,0,0,0
259,2021-01-08,9,4,,,1,0,0,0,0,0,0,0,0,0,0,0,0
260,2021-01-08,9,7,2.0,2020-02-05,1,0,0,0,0,2,0,0,0,0,0,0,0
261,2021-01-08,5,3,2.0,2021-04-08,0,0,1,0,0,0,0,1,0,0,0,0,0
262,2021-01-08,6,7,3.0,2020-05-14,1,0,0,0,0,1,0,0,0,0,0,0,0
263,2021-01-08,2,2,3.0,2020-03-24,1,0,0,0,0,0,1,0,0,0,0,0,0
264,2021-01-08,1,2,,,1,0,0,0,0,0,1,0,0,0,0,0,0
265,2021-01-08,4,2,1.0,2019-07-06,0,0,0,0,0,0,1,0,0,0,0,0,0
266,2021-01-08,4,1,4.0,,0,0,0,0,0,0,1,1,0,0,0,0,0
267,2021-01-08,2,4,2.0,2019-01-20,1,0,0,0,0,1,0,0,0,0,0,0,0
268,2021-01-08,4,8,3.0,,1,0,0,0,0,0,0,1,0,0,0,0,0
269,2021-01-08,4,4,3.0,2018-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0
270,2021-01-08,4,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0
271,2021-01-08,9,6,2.0,2019-05-30,0,0,0,0,0,1,0,0,0,0,0,0,0
272,2021-01-08,11,6,,,0,0,0,0,0,0,0,1,0,0,1,0,0
273,2021-01-08,3,2,,,1,0,1,0,1,0,0,0,0,0,0,0,0
274,2021-01-08,2,4,2.0,2018-12-15,0,0,0,0,0,0,0,1,0,0,0,0,0
275,2021-01-08,3,4,2.0,2020-03-01,1,0,0,0,1,0,0,0,1,0,0,0,1
276,2021-01-08,9,3,1.0,2019-05-28,0,0,1,0,0,1,1,0,0,0,0,0,0
277,2021-01-08,4,2,,2021-03-09,0,0,0,0,0,2,0,1,0,0,0,0,0
278,2021-01-09,4,2,1.0,2021-10-19,0,0,0,0,0,0,1,1,0,0,0,0,0
279,2021-01-09,9,6,,,0,0,0,0,0,1,0,0,0,0,0,0,0
280,2021-01-09,2,2,3.0,2018-09-09,2,0,0,0,0,0,0,0,0,0,0,0,0
281,2021-01-09,5,4,,2020-09-11,0,0,0,0,0,1,0,0,0,0,0,0,0
282,2021-01-09,13,10,,,2,0,0,0,0,0,0,0,0,0,0,0,0
283,2021-01-09,5,6,,,1,0,0,0,0,0,0,0,0,0,0,0,0
284,2021-01-09,12,3,,,0,0,0,0,0,0,1,1,0,0,1,0,0
285,2021-01-09,5,4,,,1,0,0,0,0,0,1,0,0,0,0,0,0
286,2021-01-09,4,6,,2019-09-13,0,0,0,0,0,1,0,0,0,0,1,0,0
287,2021-01-09,10,5,,,1,0,0,0,0,0,0,0,0,0,0,0,0
288,2021-01-09,4,6,,2021-07-03,0,0,0,0,0,0,1,1,0,0,0,0,0
289,2021-01-09,5,2,2.0,2019-05-13,1,0,0,0,1,0,0,1,0,0,0,0,0
290,2021-01-09,7,9,2.0,2021-06-16,0,0,0,0,0,0,1,0,0,0,0,0,0
